DATE,STA_A,STA_H,STA_I,STA_M
2019-10-27,0.0,0.0,22,0.0
2019-10-28,0.0,0.0,0,0.0
2019-10-29,0.0,0.0,10,6.0
2019-10-30,16.0,0.0,0,0.0
2019-10-31,0.0,0.0,0,0.0
2019-11-01,2.0,0.0,1,35.5
2019-11-02,0.0,0.0,34,0.0
2019-11-03,9.0,0.0,0,3.5
2019-11-04,39.0,0.0,47,4.0
2019-11-05,1.0,0.0,0,14.5
2019-11-06,15.0,0.0,0,0.0
2019-11-07,9.5,0.0,1,0.0
2019-11-08,0.0,3.5,0,19.0
2019-11-09,1.5,0.0,1,0.0
2019-11-10,33.0,0.0,3,0.0
2019-11-11,0.0,0.0,0,0.0
2019-11-12,0.5,0.0,0,0.0
2019-11-13,0.0,0.0,0,0.0
2019-11-14,1.0,0.0,0,0.0
2019-11-15,0.0,0.0,0,0.0
2019-11-16,0.0,0.0,0,0.0
2019-11-17,0.0,0.0,0,0.0
2019-11-18,0.0,0.0,0,0.0
2019-11-19,0.0,0.0,0,0.0
2019-11-20,0.0,0.0,0,0.0
2019-11-21,7.5,0.0,3,1.5
2019-11-22,0.0,0.0,0,0.0
2019-11-23,1.0,0.0,3,0.0
2019-11-24,0.5,0.0,1,1.0
2019-11-25,0.0,0.0,0,18.0
2019-11-26,0.0,0.0,6,0.0
2019-11-27,0.0,0.0,1,0.0
2019-11-28,0.0,0.0,0,0.0
2019-11-29,0.0,2.5,0,0.0
2019-11-30,0.0,0.0,0,0.0
2019-12-01,1.5,11.0,0,10.5
2019-12-02,0.0,0.0,0,0.0
2019-12-03,1.0,4.0,0,0.0
2019-12-04,2.0,17.0,8,2.5
2019-12-05,0.5,19.0,1,2.0
2019-12-06,0.0,83.0,0,1.5
2019-12-07,8.0,4.0,55,1.5
2019-12-08,4.0,0.0,0,0.0
2019-12-09,0.0,0.0,0,0.0
2019-12-10,0.0,3.0,0,0.0
2019-12-11,0.0,0.0,0,0.0
2019-12-12,1.0,0.0,0,0.0
2019-12-13,0.0,13.0,0,0.0
2019-12-14,4.5,37.0,7,6.5
2019-12-15,10.0,0.0,4,1.0
2019-12-16,12.0,77.0,0,42.0
2019-12-17,5.0,40.0,3,20.5
2019-12-18,41.0,6.0,47,6.0
2019-12-19,20.0,5.0,2,11.5
2019-12-20,14.0,0.0,1,0.0
2019-12-21,0.0,0.0,0,0.0
2019-12-22,0.0,5.0,0,0.0
2019-12-23,6.0,0.0,3,0.0
2019-12-24,0.0,13.0,0,0.0
2019-12-25,16.0,10.0,0,1.0
2019-12-26,29.0,23.0,2,5.5
2019-12-27,7.0,6.0,11,2.0
2019-12-28,43.0,8.0,27,2.5
2019-12-29,3.0,14.0,1,0.0
2019-12-30,0.0,0.0,0,0.0
2019-12-31,4.5,25.0,0,9.0
